City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Shingū,33.7333,135.9833,55.13,69,89,8.12,JP,1636493164
Ossora,59.2353,163.0719,9.12,83,62,5.06,RU,1636493164
Provideniya,64.3833,-173.3,14.11,79,0,2.24,RU,1636493165
Rovaniemi,66.5,25.7167,29.61,100,90,12.66,FI,1636493165
Shancheng,34.7953,116.0817,39.79,68,0,6.76,CN,1636493166
Boende,-0.2167,20.8667,72.66,94,100,2.53,CD,1636493167
Kaupanger,61.1845,7.2404,48.69,65,75,10.36,NO,1636493168
Igarka,67.4667,86.5833,-4.92,100,94,5.99,RU,1636493168
Uşak Province,38.5,29.4167,42.78,42,70,4.72,TR,1636493169
Goundam,16.4145,-3.6708,80.44,18,25,9.62,ML,1636493170
Yavoriv,49.9386,23.3825,29.48,83,9,5.64,UA,1636493170
Portland,45.5234,-122.6762,55.36,76,40,3.0,US,1636492649
Broome,42.2506,-75.833,61.84,66,75,4.61,US,1636493171
Pitimbu,-7.4706,-34.8086,81.19,73,34,10.42,BR,1636493172
Faya,18.3851,42.4509,57.31,44,18,5.3,SA,1636493172
Hamilton,39.1834,-84.5333,65.35,56,1,1.01,US,1636493173
Srednekolymsk,67.45,153.6833,-21.6,98,12,4.45,RU,1636493174
Palmer,42.1584,-72.3287,65.01,51,40,1.01,US,1636493174
Pa Sang,18.5262,98.9394,75.4,97,7,0.25,TH,1636493175
Tura,25.5198,90.2201,62.28,77,7,3.36,IN,1636493176
Salinas,36.6777,-121.6555,65.01,86,100,4.47,US,1636492925
Jiwani,25.05,61.7417,78.03,54,0,8.16,PK,1636493177
Sinnamary,5.3833,-52.95,77.27,88,75,8.25,GF,1636493177
Priyutnoye,46.1011,43.5072,46.4,82,100,12.35,RU,1636493178
Berlevåg,70.8578,29.0864,24.8,74,100,24.16,NO,1636493178
Port Hardy,50.6996,-127.4199,48.2,87,75,14.97,CA,1636493179
Departamento de Maldonado,-34.6667,-54.9167,65.23,68,11,11.01,UY,1636493179
Kavaratti,10.5669,72.642,81.95,67,100,6.33,IN,1636493180
Saint-Joseph,-21.3667,55.6167,72.21,87,67,8.97,RE,1636493181
Aksarka,66.5606,67.7975,1.62,96,39,7.45,RU,1636493182
Zhigansk,66.7697,123.3711,18.45,95,100,11.23,RU,1636493183
Bismil,37.8486,40.6658,49.73,41,4,0.67,TR,1636493184
Talnakh,69.4865,88.3972,-2.18,98,99,5.59,RU,1636493184
Vestmannaeyjar,63.4427,-20.2734,40.93,75,100,24.92,IS,1636493185
Nuuk,64.1835,-51.7216,18.21,73,20,11.5,GL,1636493185
Glace Bay,46.1969,-59.957,52.57,80,75,4.0,CA,1636493186
Ugoofaaru,5.6667,73.0,81.75,78,100,16.78,MV,1636493187
Abaetetuba,-1.7181,-48.8825,75.24,87,100,5.12,BR,1636493187
Xining,36.6167,101.7667,20.82,82,24,2.06,CN,1636492916
Auchi,7.0667,6.2667,75.45,91,75,4.05,NG,1636493188
Hirara,24.8,125.2833,67.66,62,34,18.5,JP,1636493189
Sioux Lookout,50.1001,-91.917,44.67,49,20,11.5,CA,1636493189
College Station,30.628,-96.3344,77.11,60,40,11.5,US,1636493190
Nālūt,30.3333,10.85,60.1,51,52,9.75,LY,1636493191
Akusha,42.2688,47.3411,33.78,40,13,5.39,RU,1636493191
Hithadhoo,-0.6,73.0833,82.96,72,82,20.58,MV,1636493192
Birin,26.8865,88.0718,50.47,60,4,5.35,NP,1636493193
Arroyo de la Encomienda,41.6096,-4.7969,46.6,75,0,17.27,ES,1636493193
Ilek,51.5271,53.3831,41.52,93,100,6.93,RU,1636493194
Labuhan,-6.8844,112.2051,76.87,91,100,10.38,ID,1636493194
Scranton,41.409,-75.6624,63.03,66,22,2.26,US,1636493195
Quesnel,52.9999,-122.5029,46.9,53,1,16.11,CA,1636493195
Tutóia,-2.7619,-42.2744,80.28,77,69,12.19,BR,1636493196
Codrington,-38.2667,141.9667,52.32,63,69,9.06,AU,1636493196
Saqqez,36.2499,46.2735,45.03,18,0,2.86,IR,1636493197
Fairbanks,64.8378,-147.7164,13.96,75,90,6.91,US,1636493198
Quang Ngai,15.1167,108.8,72.37,95,100,6.8,VN,1636493198
Belogorsk,50.9158,128.4611,22.01,95,100,9.1,RU,1636493199
Doka,13.5167,35.7667,82.94,31,38,5.61,SD,1636493199
Pombas,17.1503,-25.0201,71.38,74,100,9.71,CV,1636493200
Mayo,38.8876,-76.5119,73.81,48,1,4.0,US,1636493200
Hasaki,35.7333,140.8333,55.69,71,3,15.55,JP,1636493201
Puerto Peñasco,31.3167,-113.5333,74.91,77,0,5.01,MX,1636493202
Marondera,-18.1853,31.5519,69.48,42,67,3.29,ZW,1636493202
Hobyo,5.3505,48.5268,79.57,71,74,11.05,SO,1636493203
Inhambane,-23.865,35.3833,73.72,82,90,15.79,MZ,1636493204
Øksfjord,70.2396,22.3479,27.52,84,92,8.46,NO,1636493204
Tab,46.7314,18.032,43.25,81,21,6.06,HU,1636493205
Mauá,-23.6678,-46.4614,68.11,76,100,8.43,BR,1636493206
Chiredzi,-21.05,31.6667,72.1,72,26,12.71,ZW,1636493206
Sechura,-5.5569,-80.8222,74.91,59,84,14.52,PE,1636493207
Cap Malheureux,-19.9842,57.6142,74.46,76,6,4.0,MU,1636493208
Katangli,51.7102,143.2326,38.46,99,100,9.93,RU,1636493208
Livingstonia,-10.606,34.1063,71.58,50,49,3.56,MW,1636493209
Mariental,-24.6333,17.9667,70.27,15,34,12.24,NA,1636493209
Deputatsky,69.3,139.9,-1.28,92,100,1.45,RU,1636493210
Morsbach,50.8667,7.75,43.12,91,80,3.15,DE,1636493211
Ambon City,-3.6954,128.1814,77.14,88,40,5.75,ID,1636493211
Dolores,-36.3132,-57.6792,65.97,52,93,10.36,AR,1636492926
Santoña,43.4439,-3.4576,51.44,79,9,4.27,ES,1636493212
Chapais,49.7834,-74.8492,38.98,69,76,6.33,CA,1636492970
Talaya,61.3833,152.75,-13.5,84,3,2.42,RU,1636493213
Gumdag,39.2061,54.5906,48.49,40,0,11.79,TM,1636493214
Sayyan,15.1718,44.3244,52.97,31,69,6.93,YE,1636493214
Kasempa,-13.4584,25.8338,77.68,25,57,5.17,ZM,1636493215
Iraray,8.9936,118.0511,78.76,89,100,7.81,PH,1636493215
Prince Rupert,54.3161,-130.3201,44.29,73,100,14.97,CA,1636493216
Haines Junction,60.7522,-137.5108,21.15,73,100,0.0,CA,1636493217
Huarmey,-10.0681,-78.1522,69.08,76,61,10.83,PE,1636492735
Iqaluit,63.7506,-68.5145,10.13,92,75,10.0,CA,1636493217
Hervey Bay,-25.2986,152.8535,77.11,87,90,7.45,AU,1636493219
Lastoursville,-0.8143,12.7287,72.95,99,100,2.15,GA,1636493219
Moa,20.6569,-74.9403,78.44,84,63,8.14,CU,1636493220
Srīvardhan,18.0333,73.0167,74.52,50,100,6.29,IN,1636493221
Distrikt Brokopondo,4.75,-55.1667,81.88,68,100,3.71,SR,1636493222
Mezen',65.8522,44.24,22.05,95,99,4.45,RU,1636493223
Kisangani,0.5167,25.2,72.95,88,100,1.34,CD,1636493223
San Juan,-31.5375,-68.5364,67.33,63,96,9.91,AR,1636492937
Limbang,4.75,115.0,75.51,98,100,2.64,MY,1636493224
Rudnyy,52.9594,63.1206,40.89,78,100,15.75,KZ,1636493225
Praia da Vitória,38.7333,-27.0667,65.75,94,75,9.57,PT,1636493053
Pevek,69.7008,170.3133,3.92,95,100,5.1,RU,1636493226
Olafsvik,64.8945,-23.7142,35.4,89,100,23.13,IS,1636493227
Ponta do Sol,32.6667,-17.1,68.72,71,3,4.03,PT,1636492939
Buluang,13.3068,123.3425,75.88,91,98,4.03,PH,1636493229
Tchibanga,-2.85,11.0333,72.63,99,100,2.98,GA,1636493229
Kazachka,53.3644,38.0694,28.31,68,7,14.79,RU,1636493230
Fare,-16.7,-151.0167,79.47,73,78,10.94,PF,1636493230
Verkhnevilyuysk,63.4453,120.3167,22.8,89,100,10.83,RU,1636493231
Augusto Corrêa,-1.0217,-46.635,77.61,87,83,4.65,BR,1636492974
Kirakira,-10.4544,161.9205,83.25,74,12,9.53,SB,1636493232
Jardim,-21.4803,-56.1381,87.04,51,68,1.3,BR,1636493233
College,64.8569,-147.8028,15.46,75,90,4.61,US,1636493234
Moranbah,-22.0016,148.0466,78.3,72,57,7.61,AU,1636493234
Merritt,50.1123,-120.7942,45.45,52,73,11.81,CA,1636493235
Araouane,18.9048,-3.5265,70.11,16,31,10.58,ML,1636493235
Alice Springs,-23.7,133.8833,65.75,100,75,6.91,AU,1636493236
Pontianak,-0.0333,109.3333,76.98,94,75,3.44,ID,1636493237
Charcas,23.1333,-101.1167,70.05,18,48,7.56,MX,1636493237
Bereda,43.2686,-7.5406,53.91,100,72,5.23,ES,1636493238
Gouré,13.9835,10.2704,85.01,15,2,5.7,NE,1636493238
Margate,51.3813,1.3862,54.3,92,80,1.01,GB,1636493239
Homer,59.6425,-151.5483,30.07,83,90,5.75,US,1636493239
Payo,-3.7508,103.6372,73.6,98,100,0.16,ID,1636493240
Broken Hill,-31.95,141.4333,58.71,67,40,24.16,AU,1636493241
Fallon,39.4735,-118.7774,60.67,46,75,8.05,US,1636493242
Cayenne,4.9333,-52.3333,80.64,85,90,3.44,GF,1636493242
Bathsheba,13.2167,-59.5167,83.01,65,20,14.97,BB,1636493243
Fauske,67.2588,15.3918,44.64,88,71,7.94,NO,1636493243
Kyra,49.5776,111.9753,27.93,57,65,11.07,RU,1636493244
Penzance,50.1186,-5.5371,56.08,92,100,13.69,GB,1636493245
Campo Alegre,-9.7819,-36.3508,79.88,71,84,14.18,BR,1636493245
Uniontown,39.9001,-79.7164,66.54,29,87,1.01,US,1636493246
Navalmoral de la Mata,39.8916,-5.5406,54.95,58,0,4.07,ES,1636493247
Sohag,26.557,31.6948,75.43,18,0,6.69,EG,1636493248
Rocha,-34.4833,-54.3333,62.92,71,14,9.26,UY,1636493248
Ormara,25.2088,64.6357,79.68,47,5,7.67,PK,1636493249
Tolaga Bay,-38.3667,178.3,66.45,73,7,5.17,NZ,1636493250
Souillac,-20.5167,57.5167,74.35,78,20,3.44,MU,1636493250
Flinders,-34.5833,150.8552,70.21,91,100,1.99,AU,1636493251
Soure,-0.7167,-48.5233,80.11,79,71,9.35,BR,1636493251
Poum,-20.2333,164.0167,76.66,78,100,7.81,NC,1636493252
Kurbnesh,41.7797,20.0836,47.03,80,100,10.92,AL,1636493253
Rūdbār,30.15,62.6,58.06,39,0,5.93,AF,1636493254
Sidrolândia,-20.9319,-54.9614,82.69,62,89,4.09,BR,1636493254
Coquimbo,-29.9533,-71.3436,62.33,72,20,10.36,CL,1636493232
Madimba,-10.4,40.3333,77.5,88,34,6.38,TZ,1636493255
Panjāb,34.388,67.0233,33.06,66,40,3.98,AF,1636493256
Yining,29.0361,114.5636,42.01,70,0,2.46,CN,1636493256
Dhārūr,18.8167,76.1167,61.45,60,80,5.39,IN,1636493257
Penalva,-3.2942,-45.1736,80.46,75,57,4.99,BR,1636493257
Barabai,-2.5833,115.3833,73.81,98,100,1.12,ID,1636493258
Kuressaare,58.2481,22.5039,40.95,93,90,11.01,EE,1636493258
Biak,-0.9131,122.8766,76.6,83,100,2.59,ID,1636493259
Abalak,58.1286,68.5944,34.02,98,100,8.66,RU,1636493260
Barcelona,41.3888,2.159,60.69,70,20,1.01,ES,1636493261
Omsukchan,62.5333,155.8,-8.54,89,45,5.3,RU,1636493261
Safford,32.834,-109.7076,79.93,21,1,3.44,US,1636493262
Churapcha,62.0025,132.4325,20.79,96,100,9.06,RU,1636493263
Half Moon Bay,37.4636,-122.4286,66.0,87,75,3.0,US,1636493263
Asău,46.4333,26.4,42.76,76,83,3.02,RO,1636493264
Ust-Maya,60.4167,134.5333,10.69,91,100,2.86,RU,1636493265
Semnan,35.5729,53.3971,45.95,53,0,1.16,IR,1636493265
Dubbo,-32.25,148.6167,69.93,73,100,4.61,AU,1636493130
Baoning,25.3378,110.026,46.26,93,0,2.24,CN,1636493266
Noumea,-22.2763,166.4572,77.0,99,100,0.85,NC,1636493138
Pauini,-7.7136,-66.9764,87.24,56,96,3.29,BR,1636493267
Kokstad,-30.5472,29.4241,49.21,96,45,2.75,ZA,1636493268
Saint Anthony,45.0205,-93.218,58.3,32,1,3.0,US,1636493269
Armizonskoye,55.9461,67.6736,32.97,97,100,13.8,RU,1636493269
Phan Thiet,10.9333,108.1,75.92,88,100,5.17,VN,1636493034
Elizabeth City,36.2946,-76.2511,73.45,48,1,6.91,US,1636493270
Mackay,-21.15,149.2,80.69,83,40,12.66,AU,1636493271
Taikang,46.8333,124.4167,23.85,94,100,14.61,CN,1636493271
Usinsk,65.9939,57.5281,8.01,96,25,5.86,RU,1636493272
Bam,29.106,58.357,54.82,53,4,1.79,IR,1636493273
Kartaly,53.0522,60.6467,39.96,96,100,9.19,RU,1636493273
Aloleng,16.1307,119.7824,79.39,77,100,9.69,PH,1636493274
Vitim,59.4511,112.5578,25.29,92,100,10.18,RU,1636493275
Thunder Bay,48.4001,-89.3168,51.78,24,1,16.11,CA,1636493275
Atambua,-9.1061,124.8925,75.97,87,30,1.14,ID,1636493276
Xapuri,-10.6517,-68.5044,80.08,80,93,1.48,BR,1636493277
Puerto Baquerizo Moreno,-0.9,-89.6,72.59,78,75,17.27,EC,1636493277
Ambulu,-8.345,113.6058,76.89,90,100,2.53,ID,1636493278
Esim,4.8699,-2.2405,78.4,87,81,5.41,GH,1636493278
Mastic Beach,40.7668,-72.8521,67.87,69,1,3.44,US,1636493279
Brownsville,25.9018,-97.4975,84.31,59,75,1.99,US,1636493242
Alirajpur,22.3031,74.3546,68.32,40,49,4.9,IN,1636493281
Estevan,49.1334,-102.9842,50.2,25,1,14.97,CA,1636493282
Malbork,54.0359,19.0266,46.06,72,61,13.13,PL,1636493283
Dudinka,69.4058,86.1778,-6.72,100,100,6.6,RU,1636493284
Pong,19.1493,100.2752,68.92,99,17,1.14,TH,1636493284
Nouadhibou,20.931,-17.0347,66.18,82,100,11.5,MR,1636493285
Ulladulla,-35.35,150.4667,63.5,95,100,3.65,AU,1636493285
Vao,-22.6667,167.4833,73.53,82,100,5.77,NC,1636493286
Northam,51.0333,-4.2167,55.56,95,100,11.92,GB,1636493287
Nhulunbuy,-12.2333,136.7667,79.41,89,40,1.14,AU,1636493287
Svetlaya,46.5389,138.3297,40.26,88,98,6.15,RU,1636493288
Marabba,12.35,32.1833,89.15,30,37,6.87,SD,1636493288
Malanje,-9.5402,16.341,64.31,96,100,2.73,AO,1636493289
Dehui,44.5333,125.7,21.51,96,99,5.82,CN,1636493289
São João da Barra,-21.6403,-41.0511,73.49,82,100,9.1,BR,1636493290
Champerico,14.3,-91.9167,91.94,71,3,5.57,GT,1636493291
Springdale,36.1867,-94.1288,69.28,75,1,11.01,US,1636493271
Mitsamiouli,-11.3847,43.2844,79.99,84,10,11.95,KM,1636493292
Arica,-18.475,-70.3042,71.15,63,0,10.36,CL,1636493292
Kidal,18.4411,1.4078,77.38,15,57,10.94,ML,1636493293
Hurghada,27.2574,33.8129,75.31,42,0,11.32,EG,1636493294
Vanimo,-2.6741,141.3028,77.95,92,76,7.14,PG,1636493294
Baykit,61.67,96.37,29.07,96,100,6.4,RU,1636493295
Bria,6.5423,21.9863,71.55,90,66,3.62,CF,1636493295
Lorengau,-2.0226,147.2712,82.56,80,28,14.9,PG,1636493296
Yumen,40.2833,97.2,16.45,57,0,6.04,CN,1636493297
Helena,46.5927,-112.0361,51.31,42,90,3.44,US,1636493058
Airai,-8.9266,125.4092,62.17,92,46,1.07,TL,1636492926
Bozhou,33.8772,115.7703,40.21,60,0,6.4,CN,1636493298
Kálmánháza,47.8833,21.5833,35.49,88,86,3.38,HU,1636493298
Lábrea,-7.2586,-64.7981,76.8,94,100,1.07,BR,1636493299
São Paulo de Olivença,-3.3783,-68.8725,82.65,75,84,1.48,BR,1636493300
Ruteng,-8.6136,120.4721,63.95,89,93,0.31,ID,1636493300
Chāndil,22.9667,86.05,65.01,67,68,2.93,IN,1636493301
High Level,58.5169,-117.136,21.31,93,90,10.36,CA,1636493301
Porto-Novo,6.4965,2.6036,84.02,80,85,8.97,BJ,1636493184
Barra do Garças,-15.89,-52.2567,84.33,61,91,7.11,BR,1636493303
Beira,-19.8436,34.8389,80.69,89,0,11.5,MZ,1636493303
Pisco,-13.7,-76.2167,69.85,68,0,18.41,PE,1636493304
Sumkino,58.1108,68.3244,34.65,98,100,9.06,RU,1636493304
Ulaangom,49.9811,92.0667,15.98,81,62,2.8,MN,1636493305
Maraã,-1.8333,-65.3667,79.75,92,83,2.08,BR,1636493305
Avrillé,47.5,-0.5833,43.34,88,6,4.16,FR,1636493306
Vangaindrano,-23.35,47.6,72.61,94,44,5.37,MG,1636493306
Nanortalik,60.1432,-45.2371,17.98,74,5,10.71,GL,1636493307
Gemeente Oosterhout,51.6396,4.8679,51.03,85,90,1.01,NL,1636493308
Mountain Home,43.133,-115.6912,47.14,93,75,8.05,US,1636493308
Venta,56.2,22.7,34.48,69,100,14.5,LT,1636493309
Wadi Maliz,36.4681,8.5495,61.25,48,52,4.23,TN,1636493309
Gamba,-2.65,10.0,74.25,90,100,2.21,GA,1636493310
Marsá Maţrūḩ,31.3525,27.2453,71.49,75,83,7.45,EG,1636493311
Saurimo,-9.6608,20.3916,64.6,90,100,4.38,AO,1636493312
Panabá,21.2833,-88.2667,78.31,48,100,8.72,MX,1636493312
Lodja,-3.4833,23.4333,73.18,76,61,1.48,CD,1636493313
Canary Islands,28.0,-15.5,60.76,68,40,3.0,ES,1636493314
Shakhtinsk,49.71,72.5872,25.36,54,61,9.28,KZ,1636493314
Nizhnyaya Tavda,57.6731,66.1725,35.94,93,100,9.31,RU,1636493315
Khowst,33.3833,69.8833,56.43,32,0,4.97,AF,1636493315
Zdvinsk,54.7021,78.661,31.8,74,90,15.66,RU,1636493316
Maturin,9.75,-63.1767,81.63,60,39,8.59,VE,1636493316
Severobaykal'sk,55.65,109.3167,21.15,78,14,8.77,RU,1636493317
Coos Bay,43.3665,-124.2179,57.24,78,1,12.66,US,1636493318
Salamiyah,35.0113,37.0532,63.57,28,0,7.54,SY,1636493319
Örnsköldsvik,63.2909,18.7153,34.75,100,90,4.61,SE,1636493319
Glenwood Springs,39.5505,-107.3248,64.2,29,40,1.01,US,1636493043
Anlu,31.1661,112.5831,46.4,79,0,1.88,CN,1636493320
Krasnoural'sk,58.3638,60.0407,34.72,97,100,5.19,RU,1636493321
Dongkan,33.9997,119.8308,38.71,75,0,7.72,CN,1636493321
Gijang,35.2442,129.2139,46.13,65,3,15.46,KR,1636493322
Zeltweg,47.1833,14.75,39.65,93,90,2.3,AT,1636493322
Westport,41.1415,-73.3579,68.76,61,1,1.01,US,1636493323
Pangai,-19.8,-174.35,80.71,78,20,10.36,TO,1636493323
Karratha,-20.7377,116.8463,68.65,55,2,16.04,AU,1636493324
Smithers,54.7804,-127.1743,32.32,100,90,3.44,CA,1636493325
Buala,-8.145,159.5921,83.61,74,6,9.78,SB,1636493110
Farah,32.5,62.5,50.76,38,0,3.53,AF,1636493325
Dingli,35.8614,14.3822,67.82,100,75,17.27,MT,1636493326
Aranos,-24.1333,19.1167,68.41,14,1,11.56,NA,1636493327
Teya,60.3778,92.6267,29.59,92,100,9.8,RU,1636493327
Springbok,-29.6643,17.8865,64.06,28,2,6.44,ZA,1636493328
Murgab,37.4966,61.9714,39.07,60,0,0.0,TM,1636493328
São José da Coroa Grande,-8.8978,-35.1478,78.67,77,33,8.23,BR,1636493329
Nayoro,44.3506,142.4578,50.23,99,100,3.83,JP,1636493330
Tarakan,3.3,117.6333,76.5,94,75,3.44,ID,1636493106
Auki,-8.7676,160.7034,82.17,75,1,4.5,SB,1636493331
Petauke,-14.2426,31.3253,77.83,23,38,5.01,ZM,1636493331
Zhezkazgan,47.8043,67.7144,32.32,36,25,8.16,KZ,1636493332
Severo-Kuril'sk,50.6789,156.125,35.55,73,100,7.96,RU,1636493332
Zhongxing,33.7039,118.6792,40.75,74,0,9.13,CN,1636493333
Marawi,7.9986,124.2928,65.64,94,67,1.32,PH,1636493333
Yar-Sale,66.8333,70.8333,4.95,94,86,8.84,RU,1636493334
Molėtai,55.2333,25.4167,31.1,68,99,8.59,LT,1636493335
Pandan,14.0453,124.1694,80.64,77,100,11.36,PH,1636493335
Suamico,44.6319,-88.0393,54.37,49,1,6.91,US,1636493104
Bonavista,48.6499,-53.1147,41.11,91,7,4.25,CA,1636493337
Pangody,65.85,74.4859,12.33,90,100,9.46,RU,1636493337
Turukhansk,65.8167,87.9833,8.19,89,100,7.0,RU,1636493338
Katsuura,35.1333,140.3,63.19,63,29,24.63,JP,1636493338
Pueblo Nuevo,23.3833,-105.3833,70.84,37,94,6.53,MX,1636493339
Borger,52.9233,6.7931,50.79,84,99,9.55,NL,1636493340
Zwedru,6.0667,-8.1281,74.8,94,78,3.2,LR,1636493340
Neiafu,-18.65,-173.9833,83.08,74,40,9.22,TO,1636493320
